user_id,day,date,screen_time,sleep,steps,unlocks,mood,sleep_deficit,activity_score,screen_intensity,mood_inversion,weekday_flag,late_night_flag,risk_rule,risk_target
user_011,71,2024-03-11,5.13,5.55,5153,77,3,2.45,0.52,0.64,2,1,0,78.7,79.3
user_011,72,2024-03-12,3.89,7.38,5276,41,4,0.62,0.53,0.49,1,1,0,43.3,42.4
user_011,73,2024-03-13,5.47,5.88,6490,68,3,2.12,0.65,0.68,2,1,0,74.1,72.2
user_011,74,2024-03-14,3.51,7.32,6186,39,4,0.68,0.62,0.44,1,1,0,40.5,39.3
user_011,75,2024-03-15,1.08,7.99,7675,20,5,0.01,0.77,0.13,0,1,0,9.1,4.7
user_011,76,2024-03-16,5.76,5.35,6135,84,3,2.65,0.61,0.72,2,0,0,81.2,82.3
user_011,77,2024-03-17,3.14,6.56,5285,34,4,1.44,0.53,0.39,1,0,0,48.4,47.1
user_011,78,2024-03-18,3.41,7.01,7728,54,4,0.99,0.77,0.43,1,1,0,40.1,39.7
user_011,79,2024-03-19,7.16,6.72,3540,95,3,1.28,0.35,0.9,2,1,1,78.4,82.4
user_011,80,2024-03-20,5.97,5.23,6511,82,3,2.77,0.65,0.75,2,1,0,82.5,79.9
user_011,81,2024-03-21,2.39,6.93,7043,49,5,1.07,0.7,0.3,0,1,0,26.2,29.0
user_011,82,2024-03-22,4.06,6.97,7380,57,4,1.03,0.74,0.51,1,1,0,43.8,42.0
user_011,83,2024-03-23,5.62,6.58,5543,75,3,1.42,0.55,0.7,2,0,0,69.6,61.8
user_011,84,2024-03-24,4.71,6.97,1601,77,3,1.03,0.16,0.59,2,0,0,70.0,73.1
user_011,85,2024-03-25,4.81,6.93,6320,66,4,1.07,0.63,0.6,1,1,0,49.3,45.2
user_011,86,2024-03-26,5.92,7.22,2415,68,3,0.78,0.24,0.74,2,1,0,70.7,70.3
user_011,87,2024-03-27,4.01,6.81,8103,33,4,1.19,0.81,0.5,1,1,0,43.7,48.5
user_011,88,2024-03-28,4.27,7.0,6858,67,4,1.0,0.69,0.53,1,1,0,45.3,45.5
user_011,89,2024-03-29,5.12,6.64,4020,54,3,1.36,0.4,0.64,2,1,0,70.1,66.4
user_011,90,2024-03-30,6.14,5.63,3028,103,3,2.37,0.3,0.77,2,0,0,86.2,88.8
user_011,91,2024-03-31,5.96,6.69,3808,84,3,1.31,0.38,0.74,2,0,0,73.3,74.6
user_011,92,2024-04-01,4.26,6.17,7957,65,4,1.83,0.8,0.53,1,1,0,51.4,44.7
user_011,93,2024-04-02,3.96,6.18,4846,64,4,1.82,0.48,0.5,1,1,0,56.4,56.4
user_011,94,2024-04-03,3.09,6.67,7545,41,4,1.33,0.75,0.39,1,1,0,42.6,40.6
user_011,95,2024-04-04,5.16,7.56,5955,85,4,0.44,0.6,0.64,1,1,0,45.2,43.4
user_011,96,2024-04-05,4.75,6.51,5623,70,4,1.49,0.56,0.59,1,1,0,54.7,51.9
user_011,97,2024-04-06,7.04,4.81,1405,119,2,3.19,0.14,0.88,3,0,1,100.0,98.5
user_011,98,2024-04-07,7.14,7.12,1000,111,3,0.88,0.1,0.89,2,0,1,79.4,81.3
user_011,99,2024-04-08,6.73,5.2,6637,86,3,2.8,0.66,0.84,2,1,0,85.6,88.8
user_011,100,2024-04-09,4.72,7.07,5521,47,4,0.93,0.55,0.59,1,1,0,49.1,39.7
user_012,1,2024-01-01,3.52,7.21,6483,56,4,0.79,0.65,0.44,1,1,0,41.0,41.8
user_012,2,2024-01-02,2.28,7.03,4431,28,4,0.97,0.44,0.29,1,1,0,41.9,40.8
user_012,3,2024-01-03,2.3,5.66,4173,34,4,2.34,0.42,0.29,1,1,0,56.3,52.2
user_012,4,2024-01-04,3.5,8.06,6380,65,5,0.0,0.64,0.44,0,1,0,21.2,22.4
user_012,5,2024-01-05,4.88,5.88,2412,40,3,2.12,0.24,0.61,2,1,0,79.9,83.5
user_012,6,2024-01-06,6.83,5.51,1751,88,2,2.49,0.18,0.85,3,0,0,100.0,100.0
user_012,7,2024-01-07,6.33,4.8,3294,85,2,3.2,0.33,0.79,3,0,0,100.0,100.0
user_012,8,2024-01-08,4.03,6.47,3980,54,4,1.53,0.4,0.5,1,1,0,55.5,58.4
user_012,9,2024-01-09,3.98,6.76,1913,51,4,1.24,0.19,0.5,1,1,0,56.5,59.2
user_012,10,2024-01-10,3.52,7.19,7700,59,4,0.81,0.77,0.44,1,1,0,38.8,39.1
user_012,11,2024-01-11,2.87,5.1,4678,36,3,2.9,0.47,0.36,2,1,0,75.1,76.3
user_012,12,2024-01-12,3.29,6.56,1478,36,4,1.44,0.15,0.41,1,1,0,56.6,58.1
user_012,13,2024-01-13,7.04,5.78,2651,108,2,2.22,0.27,0.88,3,0,1,100.0,97.6
user_012,14,2024-01-14,5.42,5.73,4751,77,3,2.27,0.48,0.68,2,0,0,78.9,79.7
user_012,15,2024-01-15,2.54,7.47,8962,25,5,0.53,0.9,0.32,0,1,0,17.6,16.6
user_012,16,2024-01-16,3.76,7.22,3350,24,4,0.78,0.34,0.47,1,1,0,48.2,52.2
user_012,17,2024-01-17,4.39,5.29,2820,77,3,2.71,0.28,0.55,2,1,0,83.1,87.4
user_012,18,2024-01-18,4.61,6.33,3913,63,3,1.67,0.39,0.58,2,1,0,71.3,74.7
user_012,19,2024-01-19,2.43,6.43,7106,33,4,1.57,0.71,0.3,1,1,0,43.2,47.3
user_012,20,2024-01-20,4.17,6.52,2406,58,3,1.48,0.24,0.52,2,0,0,70.6,66.2
user_012,21,2024-01-21,4.39,5.5,5161,68,3,2.5,0.52,0.55,2,0,0,76.2,71.0
user_012,22,2024-01-22,5.08,8.08,3514,64,4,0.0,0.35,0.63,1,1,0,45.3,53.8
user_012,23,2024-01-23,1.9,7.15,5983,39,5,0.85,0.6,0.24,0,1,0,24.2,25.2
user_012,24,2024-01-24,2.88,6.22,4356,30,4,1.78,0.44,0.36,1,1,0,52.6,52.8
user_012,25,2024-01-25,2.8,5.86,7285,34,4,2.14,0.73,0.35,1,1,0,50.0,46.2
user_012,26,2024-01-26,3.28,6.83,1550,49,4,1.17,0.15,0.41,1,1,0,53.7,50.5
user_012,27,2024-01-27,7.03,6.21,1345,90,2,1.79,0.13,0.88,3,0,1,99.3,99.0
user_012,28,2024-01-28,5.71,6.16,2596,80,3,1.84,0.26,0.71,2,0,0,80.1,78.3
user_012,29,2024-01-29,3.07,5.38,6593,45,4,2.62,0.66,0.38,1,1,0,57.3,55.0
user_012,30,2024-01-30,5.76,6.23,1092,89,3,1.77,0.11,0.72,2,1,0,82.6,83.8
user_012,31,2024-01-31,3.95,6.32,5032,52,4,1.68,0.5,0.49,1,1,0,54.6,56.2
user_012,32,2024-02-01,1.19,7.0,9252,20,5,1.0,0.93,0.15,0,1,0,16.2,14.4
user_012,33,2024-02-02,2.94,6.02,1000,38,3,1.98,0.1,0.37,2,1,0,73.6,74.0
user_012,34,2024-02-03,4.92,6.27,3624,79,3,1.73,0.36,0.61,2,0,0,73.7,73.1
user_012,35,2024-02-04,4.29,6.34,5027,74,4,1.66,0.5,0.54,1,0,0,55.7,53.9
user_012,36,2024-02-05,3.6,6.94,2682,50,4,1.06,0.27,0.45,1,1,0,51.6,47.2
user_012,37,2024-02-06,1.36,7.52,5347,21,5,0.48,0.53,0.17,0,1,0,19.5,19.4
user_012,38,2024-02-07,2.31,7.0,3153,46,4,1.0,0.32,0.29,1,1,0,45.0,40.9
user_012,39,2024-02-08,3.24,6.06,5743,42,4,1.94,0.57,0.41,1,1,0,52.8,51.3
user_012,40,2024-02-09,4.5,6.5,4765,53,4,1.5,0.48,0.56,1,1,0,55.5,51.3
user_012,41,2024-02-10,5.11,6.11,4540,70,3,1.89,0.45,0.64,2,0,0,74.3,74.9
user_012,42,2024-02-11,3.03,8.17,4570,49,5,0.0,0.46,0.38,0,0,0,23.0,20.5
user_012,43,2024-02-12,3.85,5.73,5107,50,3,2.27,0.51,0.48,2,1,0,71.9,72.0
user_012,44,2024-02-13,4.32,5.66,2734,65,3,2.34,0.27,0.54,2,1,0,79.2,85.5
user_012,45,2024-02-14,3.31,7.19,4476,65,4,0.81,0.45,0.41,1,1,0,44.4,39.2
user_012,46,2024-02-15,3.59,5.57,1000,53,3,2.43,0.1,0.45,2,1,0,80.7,81.1
user_012,47,2024-02-16,3.14,6.75,10368,41,5,1.25,1.04,0.39,0,1,0,24.3,25.9
user_012,48,2024-02-17,4.2,6.76,3619,54,4,1.24,0.36,0.52,1,0,0,53.9,59.4
user_012,49,2024-02-18,6.39,6.1,1000,85,3,1.9,0.1,0.8,2,0,0,86.5,94.6
user_012,50,2024-02-19,3.2,7.58,7341,47,5,0.42,0.73,0.4,0,1,0,22.4,19.8
user_012,51,2024-02-20,0.56,7.95,5131,20,5,0.05,0.51,0.07,0,1,0,12.5,8.8
user_012,52,2024-02-21,3.16,6.84,5258,33,4,1.16,0.53,0.4,1,1,0,45.7,49.3
user_012,53,2024-02-22,2.76,5.74,4857,39,4,2.26,0.49,0.35,1,1,0,55.9,56.4
user_012,54,2024-02-23,5.11,6.16,3193,60,3,1.84,0.32,0.64,2,1,0,76.5,78.9
user_012,55,2024-02-24,5.2,6.01,1000,87,3,1.99,0.1,0.65,2,0,0,82.7,79.0
user_012,56,2024-02-25,4.27,6.79,1845,44,4,1.21,0.18,0.53,1,0,0,57.5,51.1
user_012,57,2024-02-26,4.34,6.14,9216,50,4,1.86,0.92,0.54,1,1,0,49.6,46.8
user_012,58,2024-02-27,2.8,7.08,4181,45,4,0.92,0.42,0.35,1,1,0,44.1,41.2
user_012,59,2024-02-28,1.82,5.89,1710,20,4,2.11,0.17,0.23,1,1,0,57.0,56.0
user_012,60,2024-02-29,2.72,7.8,7293,34,5,0.2,0.73,0.34,0,1,0,18.3,13.0
user_012,61,2024-03-01,2.8,6.49,3845,32,4,1.51,0.38,0.35,1,1,0,50.6,48.7
user_012,62,2024-03-02,4.52,6.03,4202,66,3,1.97,0.42,0.56,2,0,0,73.3,70.6
user_012,63,2024-03-03,6.5,5.29,1000,94,2,2.71,0.1,0.81,3,0,0,100.0,97.5
user_012,64,2024-03-04,3.86,4.96,6789,60,3,3.04,0.68,0.48,2,1,0,76.3,71.8
user_012,65,2024-03-05,1.7,8.35,4467,20,5,0.0,0.45,0.21,0,1,0,17.9,11.1
user_012,66,2024-03-06,3.06,6.68,6135,28,4,1.32,0.61,0.38,1,1,0,45.1,40.6
user_012,67,2024-03-07,4.02,7.3,1345,67,4,0.7,0.13,0.5,1,1,0,52.3,52.5
user_012,68,2024-03-08,4.79,6.36,1000,65,3,1.64,0.1,0.6,2,1,0,77.6,80.7
user_012,69,2024-03-09,3.91,6.36,3936,25,4,1.64,0.39,0.49,1,0,0,56.2,61.2
user_012,70,2024-03-10,3.9,6.98,4103,67,4,1.02,0.41,0.49,1,0,0,49.5,50.8
user_012,71,2024-03-11,3.2,6.18,6186,26,4,1.82,0.62,0.4,1,1,0,50.6,52.5
user_012,72,2024-03-12,2.16,7.94,5766,36,5,0.06,0.58,0.27,0,1,0,17.7,17.9
user_012,73,2024-03-13,1.38,6.66,7234,20,5,1.34,0.72,0.17,0,1,0,24.4,28.0
user_012,74,2024-03-14,3.96,5.94,2780,56,3,2.06,0.28,0.5,2,1,0,74.9,68.0
user_012,75,2024-03-15,5.49,6.54,5355,61,3,1.46,0.54,0.69,2,1,0,69.8,73.5
user_012,76,2024-03-16,7.66,4.77,3016,107,2,3.23,0.3,0.96,3,0,1,100.0,95.4
user_012,77,2024-03-17,5.57,6.8,2006,89,3,1.2,0.2,0.7,2,0,0,74.3,69.3
user_012,78,2024-03-18,1.69,7.28,5853,20,5,0.72,0.59,0.21,0,1,0,22.2,24.7
user_012,79,2024-03-19,4.12,7.18,3884,63,4,0.82,0.39,0.51,1,1,0,48.9,47.6
user_012,80,2024-03-20,5.94,5.55,6616,83,3,2.45,0.66,0.74,2,1,0,79.0,74.9
user_012,81,2024-03-21,5.12,6.41,4935,83,3,1.59,0.49,0.64,2,1,0,70.5,71.5
user_012,82,2024-03-22,2.77,7.6,5051,45,5,0.4,0.51,0.35,0,1,0,25.0,18.5
user_012,83,2024-03-23,5.52,5.78,6103,83,3,2.22,0.61,0.69,2,0,0,76.1,76.8
user_012,84,2024-03-24,5.56,5.52,6015,97,3,2.48,0.6,0.7,2,0,0,79.1,80.2
user_012,85,2024-03-25,5.39,5.86,1781,75,3,2.14,0.18,0.67,2,1,0,83.4,84.7
user_012,86,2024-03-26,3.01,7.23,5435,32,4,0.77,0.54,0.38,1,1,0,40.9,42.4
user_012,87,2024-03-27,4.52,6.6,5901,51,4,1.4,0.59,0.56,1,1,0,52.3,53.7
user_012,88,2024-03-28,2.07,6.31,4399,20,4,1.69,0.44,0.26,1,1,0,48.4,46.8
user_012,89,2024-03-29,3.22,7.39,4154,29,4,0.61,0.42,0.4,1,1,0,42.7,46.1
user_012,90,2024-03-30,3.97,6.57,5009,57,4,1.43,0.5,0.5,1,0,0,52.2,55.5
user_012,91,2024-03-31,5.55,5.61,7021,79,3,2.39,0.7,0.69,2,0,0,76.0,75.6
user_012,92,2024-04-01,4.64,6.62,4461,89,4,1.38,0.45,0.58,1,1,0,55.4,54.6
user_012,93,2024-04-02,3.1,6.91,6748,28,4,1.09,0.67,0.39,1,1,0,41.8,35.9
user_012,94,2024-04-03,2.77,5.77,4281,43,4,2.23,0.43,0.35,1,1,0,56.9,54.2
user_012,95,2024-04-04,1.77,7.21,7303,20,5,0.79,0.73,0.22,0,1,0,20.3,22.8
user_012,96,2024-04-05,4.46,7.16,6059,84,4,0.84,0.61,0.56,1,1,0,46.1,45.1
user_012,97,2024-04-06,5.11,6.04,3414,86,3,1.96,0.34,0.64,2,0,0,77.3,73.2
user_012,98,2024-04-07,3.95,7.58,6061,51,4,0.42,0.61,0.49,1,0,0,39.8,42.4
user_012,99,2024-04-08,3.89,7.68,4400,64,4,0.32,0.44,0.49,1,1,0,41.9,49.8
user_012,100,2024-04-09,4.2,6.59,5350,55,4,1.41,0.54,0.52,1,1,0,52.2,59.3
user_013,1,2024-01-01,2.02,6.26,6957,33,4,1.74,0.7,0.25,1,1,0,43.5,45.5
user_013,2,2024-01-02,3.54,6.07,9634,38,4,1.93,0.96,0.44,1,1,0,46.2,50.2
user_013,3,2024-01-03,4.26,7.37,5206,58,4,0.63,0.52,0.53,1,1,0,45.0,45.1
user_013,4,2024-01-04,2.8,6.99,9869,26,5,1.01,0.99,0.35,0,1,0,21.5,19.6
user_013,5,2024-01-05,2.46,6.86,7025,42,5,1.14,0.7,0.31,0,1,0,27.2,27.3
user_013,6,2024-01-06,5.24,6.51,5763,80,4,1.49,0.58,0.65,1,0,0,56.4,56.0
user_013,7,2024-01-07,6.85,7.6,5464,98,4,0.4,0.55,0.86,1,0,0,52.4,54.3
user_013,8,2024-01-08,2.05,7.15,6235,33,5,0.85,0.62,0.26,0,1,0,24.3,22.1
user_013,9,2024-01-09,2.96,5.49,4804,45,3,2.51,0.48,0.37,2,1,0,71.4,68.8
user_013,10,2024-01-10,4.65,5.71,6548,57,3,2.29,0.65,0.58,2,1,0,72.5,73.6
user_013,11,2024-01-11,1.53,6.84,6392,30,5,1.16,0.64,0.19,0,1,0,25.0,26.4
user_013,12,2024-01-12,1.9,6.92,6271,36,5,1.08,0.63,0.24,0,1,0,25.8,29.7
user_013,13,2024-01-13,3.14,7.33,5305,41,4,0.67,0.53,0.39,1,0,0,40.7,40.8
user_013,14,2024-01-14,7.05,5.07,5553,87,2,2.93,0.56,0.88,3,0,1,100.0,96.3
user_013,15,2024-01-15,3.41,6.7,1504,59,4,1.3,0.15,0.43,1,1,0,55.6,49.2
user_013,16,2024-01-16,3.2,7.67,10725,41,5,0.33,1.07,0.4,0,1,0,14.7,10.4
user_013,17,2024-01-17,4.92,6.91,4662,62,4,1.09,0.47,0.62,1,1,0,53.3,51.1
user_013,18,2024-01-18,2.96,7.02,5897,37,4,0.98,0.59,0.37,1,1,0,41.9,43.8
user_013,19,2024-01-19,1.6,6.87,4855,23,5,1.13,0.49,0.2,0,1,0,27.9,22.1
user_013,20,2024-01-20,5.94,5.13,1638,79,2,2.87,0.16,0.74,3,0,0,100.0,100.0
user_013,21,2024-01-21,5.73,4.76,2561,76,2,3.24,0.26,0.72,3,0,0,100.0,100.0
user_013,22,2024-01-22,2.25,6.32,10164,33,5,1.68,1.02,0.28,0,1,0,25.4,28.6
user_013,23,2024-01-23,2.5,6.84,9605,33,5,1.16,0.96,0.31,0,1,0,22.4,25.8
user_013,24,2024-01-24,3.84,5.85,6271,63,4,2.15,0.63,0.48,1,1,0,56.3,58.3
user_013,25,2024-01-25,3.33,5.38,3427,30,3,2.62,0.34,0.42,2,1,0,76.6,75.1
user_013,26,2024-01-26,2.92,5.77,8783,28,4,2.23,0.88,0.37,1,1,0,48.4,44.3
user_013,27,2024-01-27,4.98,6.97,9201,75,4,1.03,0.92,0.62,1,0,0,43.8,48.5
user_013,28,2024-01-28,3.42,8.19,3244,42,5,0.0,0.32,0.43,0,0,0,27.2,28.9
user_013,29,2024-01-29,1.45,6.53,6020,20,5,1.47,0.6,0.18,0,1,0,28.5,32.8
user_013,30,2024-01-30,3.39,6.36,1420,52,3,1.64,0.14,0.42,2,1,0,71.1,73.5
user_013,31,2024-01-31,1.33,7.16,8402,28,5,0.84,0.84,0.17,0,1,0,17.0,14.8
user_013,32,2024-02-01,2.32,6.64,9673,42,5,1.36,0.97,0.29,0,1,0,23.6,23.5
user_013,33,2024-02-02,4.6,4.73,7195,53,3,3.27,0.72,0.57,2,1,0,80.7,86.0
user_013,34,2024-02-03,3.6,6.04,7482,56,4,1.96,0.75,0.45,1,0,0,51.0,49.7
user_013,35,2024-02-04,5.32,6.55,5972,70,4,1.45,0.6,0.67,1,0,0,55.8,57.3
user_013,36,2024-02-05,5.06,5.41,3933,71,3,2.59,0.39,0.63,2,1,0,82.3,79.1
user_013,37,2024-02-06,1.21,8.0,4129,20,5,0.0,0.41,0.15,0,1,0,16.6,18.9
user_013,38,2024-02-07,3.69,6.34,4427,55,4,1.66,0.44,0.46,1,1,0,54.5,51.5
user_013,39,2024-02-08,3.69,6.71,6675,45,4,1.29,0.67,0.46,1,1,0,46.3,52.4
user_013,40,2024-02-09,3.8,6.39,6801,45,4,1.61,0.68,0.48,1,1,0,49.7,48.6
user_013,41,2024-02-10,7.74,5.06,3427,103,2,2.94,0.34,0.97,3,0,1,100.0,96.9
user_013,42,2024-02-11,5.38,6.22,6862,83,3,1.78,0.69,0.67,2,0,0,69.6,72.3
user_013,43,2024-02-12,2.27,7.42,8595,21,5,0.58,0.86,0.28,0,1,0,17.7,16.8
user_013,44,2024-02-13,1.63,7.6,9046,37,5,0.4,0.9,0.2,0,1,0,12.4,11.7
user_013,45,2024-02-14,3.92,7.25,4890,45,4,0.75,0.49,0.49,1,1,0,45.4,43.2
user_013,46,2024-02-15,2.96,6.19,5696,50,4,1.81,0.57,0.37,1,1,0,50.6,50.3
user_013,47,2024-02-16,3.74,6.22,5259,55,4,1.78,0.53,0.47,1,1,0,54.3,54.7
user_013,48,2024-02-17,5.81,7.0,3678,89,3,1.0,0.37,0.73,2,0,0,69.9,66.7
user_013,49,2024-02-18,7.36,5.14,5077,92,2,2.86,0.51,0.92,3,0,1,100.0,99.5
user_013,50,2024-02-19,5.23,5.66,9295,73,3,2.34,0.93,0.65,2,1,0,69.8,72.7
user_013,51,2024-02-20,3.86,6.89,3721,49,4,1.11,0.37,0.48,1,1,0,51.1,54.7
user_013,52,2024-02-21,2.96,6.89,4130,36,4,1.11,0.41,0.37,1,1,0,46.7,50.0
user_013,53,2024-02-22,1.84,7.58,8024,23,5,0.42,0.8,0.23,0,1,0,15.5,14.7
user_013,54,2024-02-23,2.79,6.56,8712,34,4,1.44,0.87,0.35,1,1,0,40.1,45.6
user_013,55,2024-02-24,5.23,5.82,7077,79,3,2.18,0.71,0.65,2,0,0,72.5,67.6
user_013,56,2024-02-25,3.63,6.55,3595,71,4,1.45,0.36,0.45,1,0,0,53.9,56.3
user_013,57,2024-02-26,3.36,6.46,5558,27,4,1.54,0.56,0.42,1,1,0,49.8,44.6
user_013,58,2024-02-27,5.66,7.22,3993,88,4,0.78,0.4,0.71,1,1,0,54.4,55.9
user_013,59,2024-02-28,4.12,5.51,2847,69,3,2.49,0.28,0.52,2,1,0,79.7,73.8
user_013,60,2024-02-29,3.2,6.48,5922,47,4,1.52,0.59,0.4,1,1,0,48.1,46.1
user_013,61,2024-03-01,3.85,6.67,10071,40,4,1.33,1.01,0.48,1,1,0,40.5,40.6
user_013,62,2024-03-02,5.39,6.01,2807,88,3,1.99,0.28,0.67,2,0,0,79.9,80.9
user_013,63,2024-03-03,3.35,7.0,9703,46,5,1.0,0.97,0.42,0,0,0,24.0,24.0
user_013,64,2024-03-04,5.26,5.54,8419,83,3,2.46,0.84,0.66,2,1,0,72.8,70.0
user_013,65,2024-03-05,2.57,6.53,3887,38,4,1.47,0.39,0.32,1,1,0,49.3,46.6
user_013,66,2024-03-06,3.73,5.7,8038,59,4,2.3,0.8,0.47,1,1,0,53.8,51.7
user_013,67,2024-03-07,3.81,6.64,8992,42,4,1.36,0.9,0.48,1,1,0,42.8,42.4
user_013,68,2024-03-08,2.61,6.92,8124,29,5,1.08,0.81,0.33,0,1,0,25.0,23.9
user_013,69,2024-03-09,6.03,6.98,5653,83,4,1.02,0.57,0.75,1,0,0,55.1,54.4
user_013,70,2024-03-10,5.53,6.31,2148,83,3,1.69,0.21,0.69,2,0,0,78.7,76.1
user_013,71,2024-03-11,1.67,5.95,7427,20,4,2.05,0.74,0.21,1,1,0,44.3,37.4
user_013,72,2024-03-12,2.94,6.46,6657,34,4,1.54,0.67,0.37,1,1,0,45.9,51.4
user_013,73,2024-03-13,4.0,6.19,6077,70,4,1.81,0.61,0.5,1,1,0,54.0,56.8
user_013,74,2024-03-14,1.7,6.43,6392,20,4,1.57,0.64,0.21,1,1,0,41.7,39.9
user_013,75,2024-03-15,3.42,7.2,8222,44,5,0.8,0.82,0.43,0,1,0,25.2,20.3
user_013,76,2024-03-16,3.63,6.27,4209,62,4,1.73,0.42,0.45,1,0,0,55.4,51.9
user_013,77,2024-03-17,5.62,4.96,6241,77,3,3.04,0.62,0.7,2,0,0,84.4,89.0
user_013,78,2024-03-18,2.02,6.64,6910,26,5,1.36,0.69,0.25,0,1,0,27.9,26.8
user_013,79,2024-03-19,2.98,6.55,3172,51,4,1.45,0.32,0.37,1,1,0,52.1,60.7
user_013,80,2024-03-20,3.73,5.81,4513,58,3,2.19,0.45,0.47,2,1,0,71.8,73.0
user_013,81,2024-03-21,3.03,7.31,3150,50,4,0.69,0.32,0.38,1,1,0,44.8,45.5
user_013,82,2024-03-22,2.18,5.99,7681,44,4,2.01,0.77,0.27,1,1,0,45.5,44.8
user_013,83,2024-03-23,3.85,6.71,9570,58,4,1.29,0.96,0.48,1,0,0,41.2,42.8
user_013,84,2024-03-24,6.34,6.28,3143,71,3,1.72,0.31,0.79,2,0,0,80.3,77.5
user_013,85,2024-03-25,2.05,7.49,8991,30,5,0.51,0.9,0.26,0,1,0,15.4,11.6
user_013,86,2024-03-26,5.52,5.87,6212,77,3,2.13,0.62,0.69,2,1,0,75.0,75.6
user_013,87,2024-03-27,4.06,6.03,8499,40,4,1.97,0.85,0.51,1,1,0,50.9,47.8
user_013,88,2024-03-28,4.93,6.72,10113,69,4,1.28,1.01,0.62,1,1,0,44.3,49.4
user_013,89,2024-03-29,1.15,6.26,9798,20,5,1.74,0.98,0.14,0,1,0,22.4,21.8
user_013,90,2024-03-30,6.28,6.32,4616,83,3,1.68,0.46,0.78,2,0,0,76.7,77.3
user_013,91,2024-03-31,5.57,5.68,5760,88,3,2.32,0.58,0.7,2,0,0,77.9,77.3
user_013,92,2024-04-01,3.46,7.01,7561,57,4,0.99,0.76,0.43,1,1,0,40.6,37.6
user_013,93,2024-04-02,2.74,6.51,5443,20,4,1.49,0.54,0.34,1,1,0,47.0,37.2
user_013,94,2024-04-03,4.81,5.25,8442,74,3,2.75,0.84,0.6,2,1,0,73.9,72.7
user_013,95,2024-04-04,4.11,6.81,4125,57,4,1.19,0.41,0.51,1,1,0,52.2,49.2
user_013,96,2024-04-05,4.16,6.0,5903,56,4,2.0,0.59,0.52,1,1,0,56.9,57.2
user_013,97,2024-04-06,6.87,5.65,6372,100,3,2.35,0.64,0.86,2,0,0,82.2,86.5
user_013,98,2024-04-07,4.47,6.91,5754,32,4,1.09,0.58,0.56,1,0,0,49.3,46.0
user_013,99,2024-04-08,4.07,6.88,3806,59,4,1.12,0.38,0.51,1,1,0,51.9,53.4
user_013,100,2024-04-09,3.33,7.21,7722,46,5,0.79,0.77,0.42,0,1,0,25.8,24.2
user_014,1,2024-01-01,5.78,7.03,1057,70,3,0.97,0.11,0.72,2,1,0,74.7,75.5
user_014,2,2024-01-02,3.43,6.6,4233,45,4,1.4,0.42,0.43,1,1,0,51.3,46.6
user_014,3,2024-01-03,7.5,5.86,3523,102,2,2.14,0.35,0.94,3,1,1,100.0,97.4
user_014,4,2024-01-04,5.91,6.03,1000,97,3,1.97,0.1,0.74,2,1,0,85.3,83.5
user_014,5,2024-01-05,3.38,7.75,2924,41,4,0.25,0.29,0.42,1,1,0,42.2,36.9
user_014,6,2024-01-06,9.18,4.46,1000,137,1,3.54,0.1,1.15,4,0,1,100.0,100.0
user_014,7,2024-01-07,7.01,4.72,1000,100,2,3.28,0.1,0.88,3,0,1,100.0,97.6
user_014,8,2024-01-08,5.83,6.68,3848,69,3,1.32,0.38,0.73,2,1,0,72.8,79.4
user_014,9,2024-01-09,6.51,6.03,3603,114,3,1.97,0.36,0.81,2,1,0,82.5,78.2
user_014,10,2024-01-10,5.32,4.67,2822,78,2,3.33,0.28,0.66,3,1,0,100.0,99.9
user_014,11,2024-01-11,4.8,5.03,3508,81,3,2.97,0.35,0.6,2,1,0,85.9,84.2
user_014,12,2024-01-12,6.11,5.03,2739,81,2,2.97,0.27,0.76,3,1,0,100.0,97.7
user_014,13,2024-01-13,6.17,5.84,2563,73,3,2.16,0.26,0.77,2,0,0,85.2,84.0
user_014,14,2024-01-14,7.04,5.13,4505,89,2,2.87,0.45,0.88,3,0,1,100.0,98.0
user_014,15,2024-01-15,4.41,7.82,4103,52,4,0.18,0.41,0.55,1,1,0,43.3,46.6
user_014,16,2024-01-16,5.83,6.38,1497,74,3,1.62,0.15,0.73,2,1,0,80.5,81.5
user_014,17,2024-01-17,4.93,7.7,1000,84,4,0.3,0.1,0.62,1,1,0,52.7,52.4
user_014,18,2024-01-18,5.95,6.76,1000,91,3,1.24,0.1,0.74,2,1,0,78.2,70.1
user_014,19,2024-01-19,4.72,5.83,1000,63,3,2.17,0.1,0.59,2,1,0,82.6,83.7
user_014,20,2024-01-20,7.93,5.85,1000,114,2,2.15,0.1,0.99,3,0,1,100.0,100.0
user_014,21,2024-01-21,8.21,6.15,1000,105,2,1.85,0.1,1.03,3,0,1,100.0,98.0
user_014,22,2024-01-22,4.93,6.21,3230,76,3,1.79,0.32,0.62,2,1,0,75.2,75.0
user_014,23,2024-01-23,5.61,6.36,1344,69,3,1.64,0.13,0.7,2,1,0,80.1,74.9
user_014,24,2024-01-24,4.75,6.8,1605,64,3,1.2,0.16,0.59,2,1,0,71.8,73.2
user_014,25,2024-01-25,6.21,5.35,3643,98,2,2.65,0.36,0.78,3,1,0,100.0,96.6
user_014,26,2024-01-26,4.6,7.34,2714,42,4,0.66,0.27,0.57,1,1,0,51.5,47.3
user_014,27,2024-01-27,6.79,5.15,1000,95,2,2.85,0.1,0.85,3,0,0,100.0,100.0
